hex_id,lat,lng,district,ndvi,ndvi_trend_3y,lst_c,pop_density,built_density,road_density,dist_road_m,impervious,elevation_m,landuse,structural_component,behavioural_component,eco_risk_true,high_risk_true,rep_count,rep_sev_mean,rep_sev_max,rep_trust_sum,rep_verified_share,rep_uniq_users,rep_behav_share,rep_late_share
H01363,43.28662162162169,77.00869301712925,Ауэзов,0.352,-0.017,24.8,8066.0,0.189,0.327,226.0,0.108,1324.0,Жилая,-0.345,-0.565,5.935,0,2.0,5.0,5.0,1.222,0.5,2.0,1.0,1.0
H01364,43.28662162162169,77.0161911488384,Ауэзов,0.369,0.018,23.8,7649.0,0.159,0.303,291.0,0.102,1287.0,Парк/сквер,-1.948,-1.411,2.892,0,2.0,2.5,4.0,1.1239999999999999,0.5,2.0,0.0,0.5
H01365,43.28662162162169,77.02368928054756,Ауэзов,0.405,-0.029,23.4,7003.0,0.133,0.282,331.0,0.15,1299.0,Жилая,-1.127,0.038,3.174,0,1.0,3.0,3.0,0.619,0.0,1.0,1.0,0.0
H01366,43.28662162162169,77.03118741225671,Ауэзов,0.431,-0.025,22.7,6937.0,0.112,0.264,318.0,0.086,1322.0,Пустырь,-1.696,2.183,4.783,0,56.0,3.375,5.0,27.468,0.6071428571428571,49.0,0.8035714285714286,0.7142857142857143
H01367,43.28662162162169,77.03868554396587,Ауэзов,0.472,-0.024,23.7,5002.0,0.095,0.248,320.0,0.09,1326.0,Пустырь,-1.987,0.514,4.7,0,15.0,3.533333333333333,5.0,7.996,0.6666666666666666,13.0,1.0,0.7333333333333333
H01368,43.28662162162169,77.04618367567502,Ауэзов,0.399,-0.028,25.0,3826.0,0.081,0.236,305.0,0.079,1358.0,Парк/сквер,-1.147,1.308,4.296,0,21.0,3.142857142857143,5.0,11.93,0.6190476190476191,19.0,0.8095238095238095,0.6666666666666666
H01369,43.28662162162169,77.05368180738418,Ауэзов,0.4,-0.023,24.1,3907.0,0.071,0.227,311.0,0.12,1325.0,Пустырь,-1.379,1.831,5.958,0,44.0,4.0227272727272725,5.0,21.453,0.6363636363636364,41.0,0.8863636363636364,0.7954545454545454
H01370,43.28662162162169,77.06117993909334,Ауэзов,0.386,-0.015,22.1,5391.0,0.062,0.222,288.0,0.059,1379.0,Коммерческая,-1.809,-0.76,3.617,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01371,43.28662162162169,77.06867807080249,Ауэзов,0.452,-0.014,21.8,4101.0,0.057,0.221,377.0,0.104,1370.0,Парк/сквер,-2.685,1.524,4.329,0,37.0,3.4054054054054053,5.0,20.917,0.6216216216216216,37.0,0.8918918918918919,0.7567567567567568
H01372,43.28662162162169,77.07617620251165,Ауэзов,0.39,-0.018,22.8,3198.0,0.052,0.223,242.0,0.026,1444.0,Пустырь,-1.611,1.758,4.451,0,41.0,3.292682926829268,5.0,22.214,0.7073170731707317,36.0,0.9512195121951219,0.7560975609756098
H01373,43.28662162162169,77.0836743342208,Ауэзов,0.452,-0.002,19.8,4629.0,0.049,0.227,214.0,0.02,1416.0,Парк/сквер,-2.838,-0.646,2.975,0,2.0,2.0,2.0,1.01,0.5,2.0,1.0,0.0
H01374,43.28662162162169,77.09117246592996,Ауэзов,0.451,-0.02,21.3,613.0,0.047,0.233,346.0,0.028,1382.0,Пустырь,-2.662,0.996,4.13,0,12.0,3.0,5.0,7.39,0.6666666666666666,12.0,0.8333333333333334,0.6666666666666666
H01375,43.28662162162169,77.09867059763911,Ауэзов,0.513,-0.044,21.8,2252.0,0.045,0.24,322.0,0.125,1389.0,Жилая,-2.098,1.156,4.298,0,15.0,3.0,5.0,7.231,0.6,15.0,0.9333333333333333,0.5333333333333333
H01376,43.29135135135142,76.78,Наурызбай,0.317,-0.043,24.2,3968.0,0.075,0.279,275.0,0.122,1055.0,Пустырь,0.019,-0.119,6.011,0,1.0,3.0,3.0,0.53,0.0,1.0,1.0,1.0
H01377,43.29135135135142,76.78749813170916,Наурызбай,0.369,-0.013,24.3,3629.0,0.086,0.289,253.0,0.171,1086.0,Коммерческая,-0.973,-0.22,4.731,0,5.0,3.2,5.0,3.304,0.2,5.0,0.8,0.6
H01378,43.29135135135142,76.79499626341831,Наурызбай,0.317,-0.014,24.6,4763.0,0.101,0.302,262.0,0.022,1025.0,Парк/сквер,-0.835,-0.604,4.114,0,2.0,3.0,3.0,0.823,0.5,2.0,0.5,0.5
H01379,43.29135135135142,76.80249439512747,Наурызбай,0.351,-0.011,23.9,3133.0,0.119,0.317,295.0,0.135,1056.0,Пустырь,-1.088,0.187,4.945,0,4.0,4.0,5.0,1.9010000000000002,1.0,3.0,0.75,0.75
H01380,43.29135135135142,76.80999252683662,Наурызбай,0.334,-0.048,27.4,5179.0,0.14,0.335,242.0,0.21,1066.0,Пустырь,0.996,2.127,6.46,0,29.0,3.9310344827586206,5.0,15.328,0.5862068965517241,27.0,0.896551724137931,0.6206896551724138
H01381,43.29135135135142,76.81749065854578,Наурызбай,0.335,0.013,23.8,5558.0,0.165,0.355,314.0,0.141,1113.0,Жилая,-1.544,0.04,3.839,0,3.0,3.3333333333333335,4.0,2.249,1.0,3.0,1.0,0.6666666666666666
H01382,43.29135135135142,76.82498879025493,Наурызбай,0.349,-0.024,25.9,5048.0,0.195,0.378,260.0,0.202,1102.0,Жилая,0.114,0.378,5.792,0,6.0,3.6666666666666665,5.0,2.875,0.8333333333333334,6.0,0.8333333333333334,0.3333333333333333
H01383,43.29135135135142,76.83248692196409,Наурызбай,0.256,-0.029,26.2,8121.0,0.228,0.403,264.0,0.211,1102.0,Транспорт,1.148,-0.348,5.692,0,2.0,3.5,4.0,1.451,1.0,2.0,1.0,0.5
H01384,43.29135135135142,76.83998505367325,Наурызбай,0.249,-0.015,27.0,8124.0,0.264,0.431,250.0,0.33,1086.0,Коммерческая,1.387,-0.405,5.18,0,4.0,4.0,5.0,2.303,0.75,4.0,1.0,0.75
H01385,43.29135135135142,76.8474831853824,Наурызбай,0.229,-0.03,30.1,9005.0,0.303,0.459,245.0,0.281,1137.0,Пустырь,2.39,1.634,6.551,1,43.0,3.7906976744186047,5.0,22.924,0.5116279069767442,41.0,0.7906976744186046,0.627906976744186
H01386,43.29135135135142,76.85498131709156,Наурызбай,0.329,-0.032,28.5,8937.0,0.344,0.489,240.0,0.211,1105.0,Жилая,1.458,0.525,5.239,0,19.0,3.3157894736842106,5.0,9.413,0.7368421052631579,19.0,1.0,0.631578947368421
H01387,43.29135135135142,76.86247944880071,Наурызбай,0.263,-0.045,29.7,10372.0,0.386,0.518,167.0,0.311,1163.0,Промышленная,3.18,0.328,6.277,0,24.0,3.75,5.0,11.497,0.5416666666666666,20.0,0.875,0.625
H01388,43.29135135135142,76.86997758050987,Наурызбай,0.215,-0.013,31.8,11082.0,0.427,0.545,145.0,0.303,1115.0,Транспорт,3.149,-1.115,6.165,0,10.0,3.7,5.0,4.007,0.4,10.0,0.8,0.6
H01389,43.29135135135142,76.87747571221902,Жетысу,0.189,-0.085,31.0,10885.0,0.465,0.57,112.0,0.4,1140.0,Жилая,5.766,0.817,8.404,1,44.0,4.181818181818182,5.0,21.329,0.4090909090909091,42.0,0.8863636363636364,0.6136363636363636
H01390,43.29135135135142,76.88497384392818,Жетысу,0.14,-0.05,30.8,11506.0,0.499,0.592,207.0,0.5,1150.0,Промышленная,5.112,1.72,8.498,1,78.0,4.461538461538462,5.0,42.507,0.5641025641025641,66.0,0.8333333333333334,0.6410256410256411
H01391,43.29135135135142,76.89247197563733,Жетысу,0.238,-0.054,31.3,11841.0,0.528,0.609,128.0,0.51,1186.0,Жилая,4.979,-0.401,7.633,1,12.0,4.583333333333333,5.0,6.38,0.75,12.0,0.8333333333333334,0.75
H01392,43.29135135135142,76.89997010734649,Жетысу,0.203,-0.03,32.6,12999.0,0.55,0.62,169.0,0.487,1169.0,Жилая,4.614,0.862,7.565,1,45.0,4.355555555555555,5.0,22.001,0.6888888888888889,37.0,0.8444444444444444,0.6
H01393,43.29135135135142,76.90746823905565,Жетысу,0.208,-0.038,32.0,13695.0,0.563,0.626,117.0,0.378,1190.0,Жилая,4.712,-0.472,7.159,1,9.0,4.333333333333333,5.0,4.739,0.6666666666666666,9.0,0.7777777777777778,0.4444444444444444
H01394,43.29135135135142,76.9149663707648,Жетысу,0.204,-0.073,33.7,13626.0,0.568,0.625,155.0,0.483,1188.0,Пустырь,6.05,0.724,8.831,1,42.0,4.523809523809524,5.0,20.447,0.6190476190476191,39.0,0.8809523809523809,0.6666666666666666
H01395,43.29135135135142,76.92246450247396,Жетысу,0.143,-0.051,32.5,12399.0,0.564,0.617,189.0,0.509,1206.0,Транспорт,5.673,-0.654,8.557,1,10.0,4.3,5.0,6.191,0.6,10.0,0.7,0.8
H01396,43.29135135135142,76.92996263418311,Жетысу,0.269,-0.066,31.1,15183.0,0.551,0.603,160.0,0.472,1209.0,Транспорт,4.897,1.634,7.215,1,72.0,4.236111111111111,5.0,36.272,0.7638888888888888,66.0,0.8888888888888888,0.6111111111111112
H01397,43.29135135135142,76.93746076589227,Жетысу,0.209,-0.054,31.0,12734.0,0.529,0.584,209.0,0.452,1234.0,Пустырь,4.699,0.972,7.649,1,39.0,4.538461538461538,5.0,20.117,0.5384615384615384,34.0,0.8717948717948718,0.6923076923076923
H01398,43.29135135135142,76.94495889760142,Жетысу,0.259,-0.061,32.2,12638.0,0.5,0.56,147.0,0.457,1236.0,Транспорт,4.81,0.575,7.719,1,31.0,4.580645161290323,5.0,15.074,0.6129032258064516,27.0,0.8709677419354839,0.6129032258064516
H01399,43.29135135135142,76.95245702931058,Жетысу,0.144,-0.029,33.9,13144.0,0.465,0.532,156.0,0.319,1236.0,Жилая,4.538,-0.536,8.229,1,11.0,4.545454545454546,5.0,5.84,0.8181818181818182,11.0,0.7272727272727273,0.6363636363636364
H01400,43.29135135135142,76.95995516101974,Ауэзов,0.237,-0.049,28.7,12068.0,0.426,0.502,196.0,0.326,1241.0,Пустырь,3.438,1.351,7.925,1,78.0,4.166666666666667,5.0,39.654,0.6666666666666666,68.0,0.8461538461538461,0.5641025641025641
H01401,43.29135135135142,76.96745329272889,Ауэзов,0.229,-0.062,28.3,11275.0,0.385,0.471,210.0,0.363,1209.0,Парк/сквер,3.682,-0.665,6.25,0,7.0,4.0,5.0,3.6719999999999997,0.5714285714285714,7.0,1.0,0.5714285714285714
H01402,43.29135135135142,76.97495142443805,Ауэзов,0.289,-0.024,26.4,10205.0,0.342,0.439,231.0,0.28,1310.0,Пустырь,1.499,2.225,6.741,1,63.0,4.015873015873016,5.0,34.302,0.5396825396825397,58.0,0.8095238095238095,0.5396825396825397
H01403,43.29135135135142,76.9824495561472,Ауэзов,0.282,-0.034,28.9,10382.0,0.3,0.409,193.0,0.263,1282.0,Пустырь,2.088,1.539,6.901,1,49.0,3.8979591836734695,5.0,28.198999999999998,0.6122448979591837,49.0,0.7959183673469388,0.5918367346938775
H01404,43.29135135135142,76.98994768785636,Ауэзов,0.337,-0.023,26.8,9894.0,0.26,0.38,257.0,0.227,1277.0,Парк/сквер,0.618,1.156,5.764,0,48.0,3.5416666666666665,5.0,22.975,0.5625,45.0,0.9166666666666666,0.6041666666666666
H01405,43.29135135135142,76.99744581956551,Ауэзов,0.359,-0.031,26.9,7904.0,0.223,0.353,233.0,0.251,1315.0,Пустырь,0.706,2.234,6.086,0,67.0,3.791044776119403,5.0,34.944,0.5074626865671642,61.0,0.8656716417910447,0.5223880597014925
H01406,43.29135135135142,77.00494395127467,Ауэзов,0.391,-0.036,27.2,6869.0,0.189,0.328,254.0,0.085,1294.0,Пустырь,0.028,0.745,5.058,0,17.0,3.764705882352941,5.0,9.195,0.5882352941176471,17.0,0.9411764705882353,0.8235294117647058
H01407,43.29135135135142,77.01244208298382,Ауэзов,0.378,-0.058,22.7,8982.0,0.16,0.306,195.0,0.132,1314.0,Пустырь,0.404,2.002,6.046,0,80.0,3.65,5.0,40.781,0.625,59.0,0.9125,0.65
H01408,43.29135135135142,77.01994021469298,Ауэзов,0.363,-0.01,25.9,6243.0,0.135,0.287,382.0,0.135,1280.0,Жилая,-1.248,0.687,4.905,0,21.0,3.5714285714285716,5.0,11.145,0.5238095238095238,21.0,0.8571428571428571,0.6666666666666666
H01409,43.29135135135142,77.02743834640214,Ауэзов,0.378,-0.002,22.4,5355.0,0.114,0.269,335.0,0.105,1304.0,Жилая,-1.984,-1.255,4.299,0,1.0,2.0,2.0,0.583,1.0,1.0,1.0,0.0
H01410,43.29135135135142,77.03493647811129,Ауэзов,0.368,-0.033,24.0,5716.0,0.097,0.255,372.0,0.178,1345.0,Жилая,-0.889,0.204,4.758,0,8.0,3.5,5.0,4.066,0.75,8.0,0.875,0.75
H01411,43.29135135135142,77.04243460982045,Ауэзов,0.364,-0.022,23.1,4248.0,0.083,0.243,278.0,0.055,1336.0,Парк/сквер,-1.231,0.102,4.735,0,2.0,3.0,4.0,0.9510000000000001,0.5,2.0,0.5,0.5
H01412,43.29135135135142,77.0499327415296,Ауэзов,0.469,-0.028,23.3,5206.0,0.072,0.234,266.0,0.072,1353.0,Промышленная,-1.805,2.653,5.092,0,77.0,3.324675324675325,5.0,38.547000000000004,0.6883116883116883,69.0,0.7922077922077922,0.6883116883116883
H01413,43.29135135135142,77.05743087323876,Ауэзов,0.387,-0.002,22.8,4546.0,0.064,0.228,299.0,0.114,1337.0,Пустырь,-2.014,1.816,4.719,0,40.0,3.125,5.0,19.553,0.525,35.0,0.85,0.575
H01414,43.29135135135142,77.06492900494791,Ауэзов,0.4,-0.01,23.3,2623.0,0.058,0.226,283.0,0.053,1329.0,Парк/сквер,-1.932,-0.416,3.662,0,3.0,2.3333333333333335,3.0,1.237,0.6666666666666666,3.0,1.0,1.0
H01415,43.29135135135142,77.07242713665707,Ауэзов,0.459,-0.029,21.3,2294.0,0.053,0.227,338.0,0.02,1345.0,Жилая,-2.451,-2.123,3.57,0,3.0,3.3333333333333335,4.0,1.445,1.0,3.0,0.6666666666666666,0.6666666666666666
H01416,43.29135135135142,77.07992526836622,Ауэзов,0.467,-0.024,23.0,2664.0,0.05,0.23,292.0,0.077,1363.0,Пустырь,-2.104,1.277,4.218,0,23.0,3.130434782608696,5.0,12.309,0.6521739130434783,22.0,0.9130434782608695,0.6956521739130435
H01417,43.29135135135142,77.08742340007538,Ауэзов,0.383,-0.029,20.8,2855.0,0.048,0.235,260.0,0.114,1402.0,Пустырь,-1.376,-0.834,3.764,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01418,43.29135135135142,77.09492153178454,Ауэзов,0.486,-0.016,21.9,3301.0,0.046,0.242,314.0,0.091,1395.0,Пустырь,-2.716,-0.049,3.381,0,2.0,3.0,4.0,0.608,1.0,2.0,1.0,0.5
H01419,43.296081081081155,76.78374906585458,Наурызбай,0.352,-0.007,23.9,3137.0,0.076,0.282,303.0,0.24,1071.0,Пустырь,-1.15,1.196,4.57,0,16.0,3.1875,5.0,9.493,0.5625,15.0,0.8125,0.75
H01420,43.296081081081155,76.79124719756373,Наурызбай,0.338,-0.021,24.6,4158.0,0.088,0.293,335.0,0.18,1015.0,Пустырь,-0.781,-0.298,4.063,0,2.0,3.0,3.0,1.448,0.5,2.0,1.0,0.5
H01421,43.296081081081155,76.79874532927289,Наурызбай,0.339,-0.016,24.4,4154.0,0.102,0.306,227.0,0.085,1049.0,Пустырь,-0.679,1.822,5.274,0,26.0,3.8461538461538463,5.0,14.411,0.38461538461538464,24.0,0.8076923076923077,0.6153846153846154
H01422,43.296081081081155,76.80624346098205,Наурызбай,0.297,-0.031,24.7,5218.0,0.12,0.321,225.0,0.135,1083.0,Пустырь,0.288,1.224,4.861,0,18.0,3.388888888888889,5.0,10.211,0.4444444444444444,16.0,0.7777777777777778,0.6111111111111112
H01423,43.296081081081155,76.8137415926912,Наурызбай,0.37,-0.002,24.1,5611.0,0.141,0.339,310.0,0.204,1061.0,Парк/сквер,-1.285,0.064,3.225,0,1.0,4.0,4.0,0.421,1.0,1.0,1.0,1.0
H01424,43.296081081081155,76.82123972440036,Наурызбай,0.298,-0.073,23.8,6428.0,0.166,0.359,260.0,0.175,1056.0,Промышленная,1.441,0.498,5.69,0,14.0,3.7857142857142856,5.0,9.441,0.7142857142857143,14.0,0.7142857142857143,0.7142857142857143
H01425,43.296081081081155,76.82873785610951,Наурызбай,0.316,-0.047,23.0,6659.0,0.194,0.381,306.0,0.223,1074.0,Парк/сквер,0.531,1.024,6.078,0,19.0,3.6315789473684212,5.0,10.028,0.3157894736842105,19.0,0.7368421052631579,0.5789473684210527
H01426,43.296081081081155,76.83623598781867,Наурызбай,0.387,-0.043,24.7,6382.0,0.225,0.405,231.0,0.205,1088.0,Пустырь,0.432,-0.308,4.723,0,3.0,3.0,4.0,0.936,0.6666666666666666,3.0,1.0,0.6666666666666666
H01427,43.296081081081155,76.84373411952782,Наурызбай,0.286,-0.045,25.8,5974.0,0.259,0.431,153.0,0.185,1061.0,Парк/сквер,1.826,0.771,6.919,1,22.0,4.318181818181818,5.0,12.427,0.6363636363636364,22.0,0.9090909090909091,0.6818181818181818
H01428,43.296081081081155,76.85123225123698,Наурызбай,0.323,-0.029,30.0,9153.0,0.295,0.457,298.0,0.283,1096.0,Промышленная,1.364,1.414,6.809,1,37.0,4.1891891891891895,5.0,20.026,0.7567567567567568,35.0,0.8648648648648649,0.7297297297297297
H01429,43.296081081081155,76.85873038294613,Наурызбай,0.28,-0.022,29.3,9750.0,0.332,0.483,227.0,0.301,1105.0,Промышленная,1.911,0.845,6.593,1,22.0,3.590909090909091,5.0,10.940999999999999,0.7272727272727273,21.0,0.7272727272727273,0.7272727272727273
H01430,43.296081081081155,76.86622851465529,Наурызбай,0.307,-0.046,29.4,9325.0,0.369,0.509,136.0,0.29,1109.0,Транспорт,2.842,-0.597,6.277,0,3.0,4.666666666666667,5.0,1.465,0.6666666666666666,3.0,1.0,1.0
H01431,43.296081081081155,76.87372664636445,Наурызбай,0.27,-0.022,28.9,10799.0,0.405,0.532,153.0,0.477,1138.0,Транспорт,2.904,-1.213,5.167,0,4.0,3.75,4.0,2.59,0.5,4.0,0.5,0.25
H01432,43.296081081081155,76.8812247780736,Жетысу,0.245,-0.062,28.2,10176.0,0.438,0.553,127.0,0.381,1113.0,Промышленная,4.115,0.817,7.114,1,19.0,3.736842105263158,5.0,11.237,0.8421052631578947,18.0,0.8421052631578947,0.631578947368421
H01433,43.296081081081155,76.88872290978276,Жетысу,0.175,-0.064,28.9,11330.0,0.466,0.569,179.0,0.317,1151.0,Промышленная,4.563,-1.111,7.036,1,4.0,4.25,5.0,1.647,0.5,4.0,0.75,0.5
H01434,43.296081081081155,76.89622104149191,Жетысу,0.206,-0.056,29.3,12182.0,0.489,0.582,138.0,0.436,1169.0,Коммерческая,4.675,1.522,9.234,1,87.0,4.67816091954023,5.0,43.731,0.6551724137931034,76.0,0.8850574712643678,0.735632183908046
H01435,43.296081081081155,76.90371917320107,Жетысу,0.23,-0.044,31.7,11585.0,0.505,0.588,185.0,0.439,1168.0,Жилая,4.328,-1.645,5.806,0,7.0,3.0,5.0,2.9890000000000003,0.5714285714285714,7.0,1.0,0.5714285714285714
H01436,43.296081081081155,76.91121730491022,Жетысу,0.195,-0.026,32.9,12191.0,0.513,0.589,211.0,0.386,1164.0,Жилая,4.047,0.117,7.84,1,12.0,3.8333333333333335,5.0,6.1290000000000004,0.9166666666666666,12.0,0.75,0.6666666666666666
H01437,43.296081081081155,76.91871543661938,Жетысу,0.311,-0.059,29.1,11490.0,0.513,0.585,143.0,0.341,1167.0,Жилая,3.752,-0.516,5.933,0,6.0,3.1666666666666665,4.0,3.383,0.5,6.0,1.0,0.5
H01438,43.296081081081155,76.92621356832854,Жетысу,0.229,-0.058,30.4,12945.0,0.505,0.574,126.0,0.423,1221.0,Промышленная,4.758,0.918,9.158,1,44.0,4.454545454545454,5.0,22.132,0.6590909090909091,41.0,0.8409090909090909,0.6818181818181818
H01439,43.296081081081155,76.93371170003769,Жетысу,0.211,-0.081,31.7,12858.0,0.489,0.558,206.0,0.426,1237.0,Пустырь,5.333,-0.303,6.526,1,8.0,4.0,5.0,4.075,0.75,8.0,0.875,0.625
H01440,43.296081081081155,76.94120983174685,Жетысу,0.287,-0.043,31.3,12207.0,0.466,0.538,184.0,0.436,1211.0,Жилая,3.664,0.112,7.08,1,11.0,4.636363636363637,5.0,5.287,0.5454545454545454,10.0,1.0,0.45454545454545453
H01441,43.296081081081155,76.948707963456,Жетысу,0.264,-0.048,30.4,13118.0,0.437,0.513,159.0,0.425,1219.0,Пустырь,3.828,0.583,6.838,1,19.0,4.0,5.0,9.959,0.42105263157894735,18.0,0.8947368421052632,0.631578947368421
H01442,43.296081081081155,76.95620609516516,Ауэзов,0.235,-0.035,31.1,12094.0,0.404,0.487,170.0,0.284,1185.0,Пустырь,3.283,1.126,7.621,1,51.0,4.196078431372549,5.0,27.791,0.6470588235294118,44.0,0.8627450980392157,0.7058823529411765
H01443,43.296081081081155,76.96370422687431,Ауэзов,0.213,-0.042,30.2,11908.0,0.367,0.458,173.0,0.342,1249.0,Коммерческая,3.546,-0.841,6.152,0,7.0,3.857142857142857,5.0,3.018,0.7142857142857143,7.0,1.0,0.7142857142857143
H01444,43.296081081081155,76.97120235858347,Ауэзов,0.29,-0.04,27.8,11744.0,0.329,0.43,246.0,0.187,1224.0,Парк/сквер,1.786,-0.605,5.997,0,3.0,5.0,5.0,1.681,0.6666666666666666,3.0,1.0,0.6666666666666666
H01445,43.296081081081155,76.97870049029262,Ауэзов,0.354,-0.034,26.1,9540.0,0.291,0.402,253.0,0.261,1244.0,Жилая,0.918,-1.283,4.629,0,9.0,2.3333333333333335,4.0,4.38,0.6666666666666666,9.0,0.7777777777777778,0.7777777777777778
H01446,43.296081081081155,76.98619862200178,Ауэзов,0.396,-0.013,25.7,8337.0,0.254,0.375,157.0,0.271,1247.0,Парк/сквер,0.214,0.047,4.919,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01447,43.296081081081155,76.99369675371094,Ауэзов,0.31,-0.017,25.8,7564.0,0.219,0.351,253.0,0.261,1266.0,Промышленная,0.492,-0.118,6.032,0,3.0,3.6666666666666665,5.0,1.8290000000000002,0.6666666666666666,3.0,1.0,0.6666666666666666
H01448,43.296081081081155,77.00119488542009,Ауэзов,0.355,-0.013,24.4,8101.0,0.187,0.328,282.0,0.102,1284.0,Жилая,-0.787,-0.077,4.335,0,3.0,3.0,4.0,2.066,1.0,3.0,0.6666666666666666,1.0
H01449,43.296081081081155,77.00869301712925,Ауэзов,0.379,-0.006,26.2,6157.0,0.159,0.308,291.0,0.094,1255.0,Жилая,-1.087,1.112,5.46,0,27.0,3.5555555555555554,5.0,15.433,0.5185185185185185,26.0,0.8148148148148148,0.5185185185185185
H01450,43.296081081081155,77.0161911488384,Ауэзов,0.425,-0.014,27.0,6997.0,0.135,0.29,375.0,0.149,1242.0,Жилая,-1.415,-0.884,3.746,0,3.0,3.0,4.0,1.326,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666
H01451,43.296081081081155,77.02368928054756,Ауэзов,0.381,-0.027,22.9,6004.0,0.114,0.274,405.0,0.183,1299.0,Промышленная,-1.361,1.084,4.37,0,30.0,3.4,5.0,15.092,0.7,28.0,0.8333333333333334,0.6333333333333333
H01452,43.296081081081155,77.03118741225671,Ауэзов,0.36,-0.01,23.2,4491.0,0.097,0.26,302.0,0.02,1316.0,Пустырь,-1.65,0.493,4.428,0,7.0,2.7142857142857144,5.0,3.7,0.2857142857142857,7.0,0.7142857142857143,0.7142857142857143
H01453,43.296081081081155,77.03868554396587,Ауэзов,0.391,-0.049,24.7,4570.0,0.084,0.249,297.0,0.194,1326.0,Коммерческая,-0.238,-0.432,5.222,0,1.0,5.0,5.0,0.598,1.0,1.0,1.0,1.0
H01454,43.296081081081155,77.04618367567502,Ауэзов,0.369,-0.013,22.1,4386.0,0.073,0.24,251.0,0.061,1379.0,Жилая,-1.547,-0.063,4.406,0,3.0,3.0,4.0,1.5579999999999998,0.0,3.0,1.0,1.0
H01455,43.296081081081155,77.05368180738418,Ауэзов,0.345,-0.017,23.5,2768.0,0.065,0.234,409.0,0.126,1323.0,Парк/сквер,-1.617,-0.999,3.322,0,1.0,3.0,3.0,0.321,1.0,1.0,1.0,1.0
H01456,43.296081081081155,77.06117993909334,Ауэзов,0.45,-0.029,23.7,3144.0,0.058,0.232,266.0,0.02,1291.0,Промышленная,-1.735,1.596,3.747,0,31.0,2.967741935483871,5.0,17.403,0.6129032258064516,31.0,0.7741935483870968,0.5806451612903226
H01457,43.296081081081155,77.06867807080249,Ауэзов,0.36,-0.016,23.2,2530.0,0.054,0.232,337.0,0.055,1363.0,Жилая,-1.708,-1.213,3.102,0,2.0,2.5,4.0,0.954,1.0,2.0,1.0,1.0
H01458,43.296081081081155,77.07617620251165,Ауэзов,0.369,-0.022,25.0,2949.0,0.05,0.234,328.0,0.042,1403.0,Пустырь,-1.372,-0.164,4.016,0,2.0,3.0,3.0,0.826,0.0,2.0,1.0,1.0
H01459,43.296081081081155,77.0836743342208,Ауэзов,0.402,-0.013,24.6,2889.0,0.048,0.239,246.0,0.087,1389.0,Парк/сквер,-1.517,0.184,5.007,0,8.0,2.5,3.0,4.338,0.375,6.0,1.0,0.625
H01460,43.296081081081155,77.09117246592996,Ауэзов,0.508,-0.005,22.1,2680.0,0.046,0.244,291.0,0.022,1400.0,Пустырь,-3.221,0.727,3.369,0,12.0,2.9166666666666665,5.0,4.9030000000000005,0.5,12.0,0.8333333333333334,0.25
H01461,43.296081081081155,77.09867059763911,Ауэзов,0.434,-0.018,23.7,1462.0,0.045,0.25,365.0,0.08,1389.0,Транспорт,-2.255,-0.744,3.625,0,3.0,3.0,4.0,1.259,0.0,3.0,1.0,1.0
H01462,43.30081081081089,76.78,Наурызбай,0.317,-0.013,24.4,2850.0,0.068,0.277,347.0,0.109,975.0,Жилая,-1.177,-1.036,3.525,0,1.0,2.0,2.0,0.641,1.0,1.0,0.0,1.0
H01463,43.30081081081089,76.78749813170916,Наурызбай,0.319,-0.028,24.0,3376.0,0.077,0.286,271.0,0.114,1055.0,Пустырь,-0.455,-0.263,4.622,0,2.0,2.5,4.0,0.9390000000000001,1.0,2.0,0.5,0.5
H01464,43.30081081081089,76.79499626341831,Наурызбай,0.298,-0.034,25.9,4055.0,0.089,0.297,312.0,0.149,1017.0,Транспорт,0.087,0.197,6.158,0,5.0,4.4,5.0,2.597,0.8,5.0,1.0,0.6
H01465,43.30081081081089,76.80249439512747,Наурызбай,0.206,-0.017,27.7,3159.0,0.103,0.31,287.0,0.106,1033.0,Парк/сквер,0.615,-0.259,5.444,0,3.0,3.3333333333333335,5.0,1.67,0.3333333333333333,3.0,0.0,0.6666666666666666
H01466,43.30081081081089,76.80999252683662,Наурызбай,0.316,-0.044,25.6,5816.0,0.12,0.325,280.0,0.085,995.0,Парк/сквер,0.267,-0.523,4.639,0,2.0,2.5,4.0,0.6980000000000001,0.5,2.0,0.5,0.0
H01467,43.30081081081089,76.81749065854578,Наурызбай,0.363,-0.034,24.1,5754.0,0.14,0.342,242.0,0.179,1079.0,Транспорт,-0.105,0.175,4.867,0,7.0,3.5714285714285716,5.0,4.43,0.7142857142857143,6.0,0.8571428571428571,0.5714285714285714
H01468,43.30081081081089,76.82498879025493,Наурызбай,0.368,-0.029,26.6,6434.0,0.164,0.361,163.0,0.297,1071.0,Транспорт,0.718,-1.268,3.824,0,4.0,4.0,5.0,2.079,0.75,4.0,1.0,1.0
