report_id,hex_id,district,lat,lng,category,severity,user_id,user_trust,verified,date,month
R011689,H00950,Наурызбай,43.24405,76.80999,Отсутствие озеленения,5,U01749,0.321,0,2026-10-27,2026-10
R011690,H00950,Наурызбай,43.24405,76.80999,Переполненный бак,3,U04806,0.654,0,2026-10-20,2026-10
R011691,H00950,Наурызбай,43.24405,76.80999,Засохшее дерево,4,U01356,0.41,1,2027-04-05,2027-04
R011692,H00950,Наурызбай,43.24405,76.80999,Отсутствие озеленения,3,U04521,0.573,1,2026-10-31,2026-10
R011693,H00950,Наурызбай,43.24405,76.80999,Пень / вырубка,2,U01428,0.598,1,2026-11-14,2026-11
R011694,H00950,Наурызбай,43.24405,76.80999,Сломанная скамейка/фонарь,5,U04200,0.686,1,2027-03-06,2027-03
R011695,H00951,Наурызбай,43.24405,76.81749,Сломанная скамейка/фонарь,5,U01805,0.307,1,2026-09-27,2026-09
R011696,H00951,Наурызбай,43.24405,76.81749,Переполненный бак,3,U04184,0.665,1,2026-12-06,2026-12
R011697,H00952,Наурызбай,43.24405,76.82499,Сломанная скамейка/фонарь,2,U04643,0.373,1,2026-10-28,2026-10
R011698,H00952,Наурызбай,43.24405,76.82499,Стихийная свалка,2,U00481,0.467,1,2026-11-14,2026-11
R011699,H00952,Наурызбай,43.24405,76.82499,Пень / вырубка,4,U05028,0.603,0,2026-12-12,2026-12
R011700,H00953,Наурызбай,43.24405,76.83249,Пень / вырубка,3,U00899,0.15,0,2026-12-25,2026-12
R011701,H00953,Наурызбай,43.24405,76.83249,Асфальтированный газон,5,U01494,0.553,0,2027-05-12,2027-05
R011702,H00953,Наурызбай,43.24405,76.83249,Отсутствие озеленения,5,U00279,0.15,0,2027-04-08,2027-04
R011703,H00953,Наурызбай,43.24405,76.83249,Загрязнённый арык,1,U04828,0.763,1,2027-03-09,2027-03
R011704,H00953,Наурызбай,43.24405,76.83249,Сломанная скамейка/фонарь,5,U04643,0.373,0,2027-04-29,2027-04
R011705,H00953,Наурызбай,43.24405,76.83249,Парковка на газоне,5,U04495,0.828,1,2026-11-14,2026-11
R011706,H00954,Наурызбай,43.24405,76.83999,Пень / вырубка,3,U01085,0.307,1,2027-02-19,2027-02
R011707,H00954,Наурызбай,43.24405,76.83999,Сломанная скамейка/фонарь,3,U01079,0.754,1,2027-01-30,2027-01
R011708,H00954,Наурызбай,43.24405,76.83999,Подтопление,5,U00912,0.425,0,2027-02-01,2027-02
R011709,H00954,Наурызбай,43.24405,76.83999,Загрязнённый арык,5,U01517,0.414,1,2027-05-13,2027-05
R011710,H00954,Наурызбай,43.24405,76.83999,Переполненный бак,1,U04495,0.828,1,2027-03-03,2027-03
R011711,H00954,Наурызбай,43.24405,76.83999,Парковка на газоне,4,U00527,0.923,1,2027-01-02,2027-01
R011712,H00954,Наурызбай,43.24405,76.83999,Стихийная свалка,5,U00138,0.655,1,2027-05-08,2027-05
R011713,H00954,Наурызбай,43.24405,76.83999,Парковка на газоне,4,U04232,0.556,0,2027-02-26,2027-02
R011714,H00954,Наурызбай,43.24405,76.83999,Пень / вырубка,3,U01493,0.543,1,2027-03-31,2027-03
R011715,H00954,Наурызбай,43.24405,76.83999,Сломанная скамейка/фонарь,5,U04049,0.323,0,2026-12-08,2026-12
R011716,H00954,Наурызбай,43.24405,76.83999,Парковка на газоне,5,U04059,0.377,0,2026-12-08,2026-12
R011717,H00954,Наурызбай,43.24405,76.83999,Дымящая труба,4,U00387,0.379,1,2027-05-09,2027-05
R011718,H00954,Наурызбай,43.24405,76.83999,Парковка на газоне,4,U04350,0.379,0,2027-06-14,2027-06
R011719,H00954,Наурызбай,43.24405,76.83999,Подтопление,4,U02368,0.366,0,2027-06-14,2027-06
R011720,H00954,Наурызбай,43.24405,76.83999,Стихийная свалка,4,U04737,0.89,1,2027-02-19,2027-02
R011721,H00954,Наурызбай,43.24405,76.83999,Подтопление,2,U05181,0.449,0,2027-05-06,2027-05
R011722,H00954,Наурызбай,43.24405,76.83999,Засохшее дерево,4,U04322,0.256,0,2027-02-13,2027-02
R011723,H00954,Наурызбай,43.24405,76.83999,Парковка на газоне,4,U01159,0.671,0,2027-03-27,2027-03
R011724,H00954,Наурызбай,43.24405,76.83999,Подтопление,2,U04446,0.235,0,2027-02-25,2027-02
R011725,H00954,Наурызбай,43.24405,76.83999,Засохшее дерево,5,U04274,0.334,0,2027-02-02,2027-02
R011726,H00954,Наурызбай,43.24405,76.83999,Сломанная скамейка/фонарь,4,U01121,0.784,1,2027-02-05,2027-02
R011727,H00954,Наурызбай,43.24405,76.83999,Дымящая труба,5,U04232,0.556,1,2026-12-21,2026-12
R011728,H00954,Наурызбай,43.24405,76.83999,Дымящая труба,3,U04302,0.529,1,2027-04-12,2027-04
R011729,H00954,Наурызбай,43.24405,76.83999,Стихийная свалка,4,U02403,0.767,1,2027-06-17,2027-06
R011730,H00954,Наурызбай,43.24405,76.83999,Асфальтированный газон,5,U04495,0.828,1,2027-04-22,2027-04
R011731,H00954,Наурызбай,43.24405,76.83999,Загрязнённый арык,5,U01994,0.319,1,2027-05-20,2027-05
R011732,H00954,Наурызбай,43.24405,76.83999,Асфальтированный газон,3,U05083,0.871,1,2027-03-02,2027-03
R011733,H00954,Наурызбай,43.24405,76.83999,Пень / вырубка,1,U04689,0.5,1,2027-04-19,2027-04
R011734,H00954,Наурызбай,43.24405,76.83999,Загрязнённый арык,5,U00433,0.508,1,2026-11-28,2026-11
R011735,H00954,Наурызбай,43.24405,76.83999,Пень / вырубка,5,U02277,0.702,0,2027-01-06,2027-01
R011736,H00954,Наурызбай,43.24405,76.83999,Переполненный бак,4,U04828,0.763,1,2027-04-16,2027-04
R011737,H00954,Наурызбай,43.24405,76.83999,Засохшее дерево,3,U03787,0.795,1,2027-02-20,2027-02
R011738,H00954,Наурызбай,43.24405,76.83999,Засохшее дерево,5,U04123,0.618,1,2027-03-14,2027-03
R011739,H00954,Наурызбай,43.24405,76.83999,Пень / вырубка,5,U00297,0.358,0,2027-04-04,2027-04
R011740,H00954,Наурызбай,43.24405,76.83999,Асфальтированный газон,4,U01524,0.531,0,2027-01-08,2027-01
R011741,H00954,Наурызбай,43.24405,76.83999,Переполненный бак,4,U04232,0.556,1,2027-05-24,2027-05
R011742,H00954,Наурызбай,43.24405,76.83999,Отсутствие озеленения,3,U00297,0.358,0,2027-06-09,2027-06
R011743,H00954,Наурызбай,43.24405,76.83999,Засохшее дерево,3,U02443,0.514,0,2026-10-18,2026-10
R011744,H00954,Наурызбай,43.24405,76.83999,Засохшее дерево,3,U03777,0.61,1,2027-06-01,2027-06
R011745,H00954,Наурызбай,43.24405,76.83999,Подтопление,3,U00533,0.491,1,2027-01-12,2027-01
R011746,H00954,Наурызбай,43.24405,76.83999,Парковка на газоне,4,U01608,0.819,1,2027-01-21,2027-01
R011747,H00954,Наурызбай,43.24405,76.83999,Стихийная свалка,5,U04609,0.744,1,2026-10-19,2026-10
R011748,H00954,Наурызбай,43.24405,76.83999,Стихийная свалка,5,U03411,0.15,0,2027-03-31,2027-03
R011749,H00954,Наурызбай,43.24405,76.83999,Засохшее дерево,5,U00964,0.647,1,2027-01-28,2027-01
R011750,H00954,Наурызбай,43.24405,76.83999,Стихийная свалка,4,U01446,0.772,0,2027-03-19,2027-03
R011751,H00954,Наурызбай,43.24405,76.83999,Асфальтированный газон,4,U04587,0.15,1,2027-02-07,2027-02
R011752,H00954,Наурызбай,43.24405,76.83999,Парковка на газоне,2,U03153,0.436,1,2027-03-13,2027-03
R011753,H00954,Наурызбай,43.24405,76.83999,Загрязнённый арык,4,U04307,0.15,0,2027-05-16,2027-05
R011754,H00954,Наурызбай,43.24405,76.83999,Подтопление,4,U01940,0.509,1,2027-01-05,2027-01
R011755,H00954,Наурызбай,43.24405,76.83999,Стихийная свалка,4,U02300,0.704,1,2027-02-19,2027-02
R011756,H00954,Наурызбай,43.24405,76.83999,Засохшее дерево,3,U04232,0.556,1,2026-10-14,2026-10
R011757,H00954,Наурызбай,43.24405,76.83999,Сломанная скамейка/фонарь,4,U03667,0.15,0,2027-01-09,2027-01
R011758,H00954,Наурызбай,43.24405,76.83999,Пень / вырубка,5,U02386,0.397,1,2026-11-15,2026-11
R011759,H00954,Наурызбай,43.24405,76.83999,Переполненный бак,5,U00650,0.373,0,2027-02-28,2027-02
R011760,H00954,Наурызбай,43.24405,76.83999,Подтопление,5,U03100,0.506,0,2027-05-14,2027-05
R011761,H00954,Наурызбай,43.24405,76.83999,Дымящая труба,3,U05186,0.739,1,2027-01-21,2027-01
R011762,H00954,Наурызбай,43.24405,76.83999,Сломанная скамейка/фонарь,5,U01225,0.291,0,2027-01-28,2027-01
R011763,H00954,Наурызбай,43.24405,76.83999,Сломанная скамейка/фонарь,3,U02808,0.391,1,2027-02-16,2027-02
R011764,H00954,Наурызбай,43.24405,76.83999,Парковка на газоне,4,U02581,0.156,0,2026-10-15,2026-10
R011765,H00954,Наурызбай,43.24405,76.83999,Загрязнённый арык,3,U01183,0.485,0,2027-01-22,2027-01
R011766,H00954,Наурызбай,43.24405,76.83999,Дымящая труба,5,U04232,0.556,0,2026-12-20,2026-12
R011767,H00955,Наурызбай,43.24405,76.84748,Подтопление,4,U02251,0.713,0,2027-01-22,2027-01
R011768,H00955,Наурызбай,43.24405,76.84748,Парковка на газоне,3,U01568,0.621,0,2026-11-16,2026-11
R011769,H00955,Наурызбай,43.24405,76.84748,Отсутствие озеленения,3,U04527,0.762,0,2027-02-19,2027-02
R011770,H00955,Наурызбай,43.24405,76.84748,Загрязнённый арык,4,U04123,0.618,0,2027-02-10,2027-02
R011771,H00955,Наурызбай,43.24405,76.84748,Подтопление,4,U05183,0.466,1,2027-02-20,2027-02
R011772,H00955,Наурызбай,43.24405,76.84748,Отсутствие озеленения,4,U00149,0.501,0,2027-04-17,2027-04
R011773,H00955,Наурызбай,43.24405,76.84748,Отсутствие озеленения,5,U04232,0.556,1,2027-05-16,2027-05
R011774,H00955,Наурызбай,43.24405,76.84748,Парковка на газоне,3,U04747,0.225,0,2026-10-13,2026-10
R011775,H00955,Наурызбай,43.24405,76.84748,Стихийная свалка,3,U01240,0.533,0,2027-02-11,2027-02
R011776,H00955,Наурызбай,43.24405,76.84748,Асфальтированный газон,5,U04449,0.667,1,2027-05-07,2027-05
R011777,H00956,Наурызбай,43.24405,76.85498,Переполненный бак,4,U00778,0.439,1,2027-06-26,2027-06
R011778,H00956,Наурызбай,43.24405,76.85498,Переполненный бак,2,U04689,0.5,0,2027-02-16,2027-02
R011779,H00956,Наурызбай,43.24405,76.85498,Асфальтированный газон,4,U05043,0.94,1,2026-12-05,2026-12
R011780,H00956,Наурызбай,43.24405,76.85498,Отсутствие озеленения,3,U01749,0.321,1,2027-03-06,2027-03
R011781,H00956,Наурызбай,43.24405,76.85498,Пень / вырубка,1,U02690,0.231,0,2027-02-27,2027-02
R011782,H00956,Наурызбай,43.24405,76.85498,Переполненный бак,3,U04187,0.745,0,2027-05-22,2027-05
R011783,H00956,Наурызбай,43.24405,76.85498,Отсутствие озеленения,5,U01749,0.321,1,2027-05-02,2027-05
R011784,H00956,Наурызбай,43.24405,76.85498,Парковка на газоне,4,U04489,0.604,0,2027-06-12,2027-06
R011785,H00956,Наурызбай,43.24405,76.85498,Хорошее место,3,U04641,0.644,0,2027-03-08,2027-03
R011786,H00957,Наурызбай,43.24405,76.86248,Загрязнённый арык,5,U00260,0.358,0,2026-12-19,2026-12
R011787,H00957,Наурызбай,43.24405,76.86248,Загрязнённый арык,5,U01248,0.508,1,2027-05-19,2027-05
R011788,H00957,Наурызбай,43.24405,76.86248,Дымящая труба,4,U04364,0.331,1,2027-06-16,2027-06
R011789,H00957,Наурызбай,43.24405,76.86248,Загрязнённый арык,5,U01945,0.308,1,2027-04-16,2027-04
R011790,H00957,Наурызбай,43.24405,76.86248,Переполненный бак,4,U01304,0.4,0,2026-11-11,2026-11
R011791,H00957,Наурызбай,43.24405,76.86248,Стихийная свалка,3,U04758,0.231,0,2027-05-20,2027-05
R011792,H00957,Наурызбай,43.24405,76.86248,Переполненный бак,3,U04174,0.616,1,2026-09-26,2026-09
R011793,H00958,Наурызбай,43.24405,76.86998,Засохшее дерево,5,U03501,0.334,0,2027-03-16,2027-03
R011794,H00958,Наурызбай,43.24405,76.86998,Стихийная свалка,5,U00366,0.15,1,2026-10-10,2026-10
R011795,H00958,Наурызбай,43.24405,76.86998,Парковка на газоне,5,U02977,0.654,1,2027-04-04,2027-04
R011796,H00958,Наурызбай,43.24405,76.86998,Стихийная свалка,5,U04232,0.556,1,2027-03-24,2027-03
R011797,H00958,Наурызбай,43.24405,76.86998,Пень / вырубка,5,U00047,0.364,1,2027-06-11,2027-06
R011798,H00958,Наурызбай,43.24405,76.86998,Пень / вырубка,4,U04672,0.835,1,2027-01-07,2027-01
R011799,H00958,Наурызбай,43.24405,76.86998,Пень / вырубка,4,U01749,0.321,0,2026-10-15,2026-10
R011800,H00958,Наурызбай,43.24405,76.86998,Загрязнённый арык,5,U04232,0.556,1,2026-12-07,2026-12
R011801,H00958,Наурызбай,43.24405,76.86998,Загрязнённый арык,5,U03370,0.906,1,2027-03-28,2027-03
R011802,H00958,Наурызбай,43.24405,76.86998,Парковка на газоне,4,U00907,0.478,0,2027-02-21,2027-02
R011803,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,5,U04495,0.828,1,2027-04-10,2027-04
R011804,H00958,Наурызбай,43.24405,76.86998,Загрязнённый арык,5,U01318,0.333,1,2027-02-06,2027-02
R011805,H00958,Наурызбай,43.24405,76.86998,Пень / вырубка,5,U01239,0.638,1,2027-03-31,2027-03
R011806,H00958,Наурызбай,43.24405,76.86998,Засохшее дерево,5,U04560,0.491,1,2027-02-11,2027-02
R011807,H00958,Наурызбай,43.24405,76.86998,Засохшее дерево,2,U04232,0.556,0,2027-05-03,2027-05
R011808,H00958,Наурызбай,43.24405,76.86998,Переполненный бак,5,U02799,0.838,1,2027-04-27,2027-04
R011809,H00958,Наурызбай,43.24405,76.86998,Пень / вырубка,4,U00641,0.839,1,2027-02-04,2027-02
R011810,H00958,Наурызбай,43.24405,76.86998,Стихийная свалка,4,U00292,0.169,0,2027-03-10,2027-03
R011811,H00958,Наурызбай,43.24405,76.86998,Переполненный бак,5,U00766,0.463,0,2027-04-13,2027-04
R011812,H00958,Наурызбай,43.24405,76.86998,Дымящая труба,2,U01749,0.321,1,2027-05-20,2027-05
R011813,H00958,Наурызбай,43.24405,76.86998,Дымящая труба,5,U04425,0.17,0,2026-11-02,2026-11
R011814,H00958,Наурызбай,43.24405,76.86998,Засохшее дерево,5,U01908,0.492,0,2026-10-31,2026-10
R011815,H00958,Наурызбай,43.24405,76.86998,Переполненный бак,5,U05134,0.74,1,2027-04-02,2027-04
R011816,H00958,Наурызбай,43.24405,76.86998,Сломанная скамейка/фонарь,4,U03375,0.511,1,2027-03-13,2027-03
R011817,H00958,Наурызбай,43.24405,76.86998,Загрязнённый арык,3,U05145,0.789,0,2026-10-09,2026-10
R011818,H00958,Наурызбай,43.24405,76.86998,Засохшее дерево,3,U01519,0.653,1,2026-12-01,2026-12
R011819,H00958,Наурызбай,43.24405,76.86998,Дымящая труба,5,U00379,0.38,1,2027-04-01,2027-04
R011820,H00958,Наурызбай,43.24405,76.86998,Переполненный бак,4,U04081,0.398,0,2027-03-05,2027-03
R011821,H00958,Наурызбай,43.24405,76.86998,Хорошее место,3,U04433,0.535,1,2027-03-20,2027-03
R011822,H00958,Наурызбай,43.24405,76.86998,Пень / вырубка,5,U04232,0.556,0,2027-03-26,2027-03
R011823,H00958,Наурызбай,43.24405,76.86998,Пень / вырубка,5,U02257,0.677,0,2026-12-06,2026-12
R011824,H00958,Наурызбай,43.24405,76.86998,Подтопление,3,U02218,0.467,1,2027-03-05,2027-03
R011825,H00958,Наурызбай,43.24405,76.86998,Парковка на газоне,5,U01010,0.836,1,2027-04-06,2027-04
R011826,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,5,U05094,0.623,1,2027-03-09,2027-03
R011827,H00958,Наурызбай,43.24405,76.86998,Дымящая труба,5,U04732,0.44,1,2027-06-28,2027-06
R011828,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,5,U01430,0.549,0,2026-12-05,2026-12
R011829,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,5,U04120,0.232,1,2027-03-04,2027-03
R011830,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,5,U04704,0.695,1,2027-01-17,2027-01
R011831,H00958,Наурызбай,43.24405,76.86998,Дымящая труба,5,U04451,0.439,1,2027-03-18,2027-03
R011832,H00958,Наурызбай,43.24405,76.86998,Пень / вырубка,5,U02452,0.632,1,2027-03-21,2027-03
R011833,H00958,Наурызбай,43.24405,76.86998,Дымящая труба,5,U02522,0.467,0,2027-05-19,2027-05
R011834,H00958,Наурызбай,43.24405,76.86998,Стихийная свалка,5,U02658,0.195,0,2026-12-21,2026-12
R011835,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,4,U02552,0.439,1,2026-12-13,2026-12
R011836,H00958,Наурызбай,43.24405,76.86998,Загрязнённый арык,3,U01570,0.479,1,2027-05-25,2027-05
R011837,H00958,Наурызбай,43.24405,76.86998,Отсутствие озеленения,4,U00328,0.15,0,2027-03-18,2027-03
R011838,H00958,Наурызбай,43.24405,76.86998,Засохшее дерево,5,U03424,0.694,1,2027-05-05,2027-05
R011839,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,5,U04232,0.556,1,2027-04-21,2027-04
R011840,H00958,Наурызбай,43.24405,76.86998,Отсутствие озеленения,5,U01994,0.319,0,2026-10-27,2026-10
R011841,H00958,Наурызбай,43.24405,76.86998,Сломанная скамейка/фонарь,5,U01994,0.319,0,2027-04-19,2027-04
R011842,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,5,U02277,0.702,1,2027-01-30,2027-01
R011843,H00958,Наурызбай,43.24405,76.86998,Загрязнённый арык,5,U04232,0.556,1,2027-05-22,2027-05
R011844,H00958,Наурызбай,43.24405,76.86998,Отсутствие озеленения,5,U02662,0.15,1,2027-03-01,2027-03
R011845,H00958,Наурызбай,43.24405,76.86998,Дымящая труба,4,U02635,0.764,1,2027-04-18,2027-04
R011846,H00958,Наурызбай,43.24405,76.86998,Отсутствие озеленения,5,U01749,0.321,0,2027-03-22,2027-03
R011847,H00958,Наурызбай,43.24405,76.86998,Переполненный бак,5,U00851,0.206,1,2026-10-29,2026-10
R011848,H00958,Наурызбай,43.24405,76.86998,Стихийная свалка,4,U04274,0.334,0,2027-01-26,2027-01
R011849,H00958,Наурызбай,43.24405,76.86998,Загрязнённый арык,5,U03637,0.555,1,2027-01-22,2027-01
R011850,H00958,Наурызбай,43.24405,76.86998,Парковка на газоне,5,U02890,0.42,1,2027-02-04,2027-02
R011851,H00958,Наурызбай,43.24405,76.86998,Пень / вырубка,4,U04778,0.508,1,2027-05-22,2027-05
R011852,H00958,Наурызбай,43.24405,76.86998,Засохшее дерево,5,U05131,0.241,1,2026-12-28,2026-12
R011853,H00958,Наурызбай,43.24405,76.86998,Подтопление,5,U03936,0.419,0,2027-05-12,2027-05
R011854,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,5,U02015,0.309,1,2027-02-13,2027-02
R011855,H00958,Наурызбай,43.24405,76.86998,Стихийная свалка,4,U04232,0.556,1,2027-05-31,2027-05
R011856,H00958,Наурызбай,43.24405,76.86998,Загрязнённый арык,5,U03667,0.15,1,2027-01-26,2027-01
R011857,H00958,Наурызбай,43.24405,76.86998,Дымящая труба,4,U04327,0.757,0,2026-12-08,2026-12
R011858,H00958,Наурызбай,43.24405,76.86998,Пень / вырубка,5,U03749,0.74,0,2026-11-14,2026-11
R011859,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,4,U00736,0.679,0,2027-03-17,2027-03
R011860,H00958,Наурызбай,43.24405,76.86998,Стихийная свалка,4,U02407,0.911,1,2026-12-24,2026-12
R011861,H00958,Наурызбай,43.24405,76.86998,Сломанная скамейка/фонарь,4,U03809,0.236,1,2027-01-23,2027-01
R011862,H00958,Наурызбай,43.24405,76.86998,Загрязнённый арык,4,U03299,0.504,1,2027-04-11,2027-04
R011863,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,5,U04609,0.744,1,2027-03-24,2027-03
R011864,H00958,Наурызбай,43.24405,76.86998,Отсутствие озеленения,4,U02885,0.48,0,2027-02-10,2027-02
R011865,H00958,Наурызбай,43.24405,76.86998,Хорошее место,4,U04693,0.843,1,2027-04-20,2027-04
R011866,H00958,Наурызбай,43.24405,76.86998,Подтопление,5,U00450,0.455,1,2027-01-12,2027-01
R011867,H00958,Наурызбай,43.24405,76.86998,Асфальтированный газон,5,U01790,0.627,1,2027-02-17,2027-02
R011868,H00958,Наурызбай,43.24405,76.86998,Пень / вырубка,4,U04179,0.891,1,2027-02-22,2027-02
R011869,H00958,Наурызбай,43.24405,76.86998,Загрязнённый арык,4,U02073,0.65,1,2026-11-25,2026-11
R011870,H00959,Жетысу,43.24405,76.87748,Подтопление,5,U04548,0.204,1,2027-05-18,2027-05
R011871,H00959,Жетысу,43.24405,76.87748,Загрязнённый арык,3,U03411,0.15,0,2027-01-28,2027-01
R011872,H00959,Жетысу,43.24405,76.87748,Переполненный бак,4,U02433,0.231,0,2027-01-29,2027-01
R011873,H00959,Жетысу,43.24405,76.87748,Переполненный бак,5,U01401,0.955,0,2027-01-06,2027-01
R011874,H00959,Жетысу,43.24405,76.87748,Засохшее дерево,5,U03769,0.522,1,2027-01-21,2027-01
R011875,H00959,Жетысу,43.24405,76.87748,Отсутствие озеленения,5,U03517,0.28,1,2027-05-09,2027-05
R011876,H00959,Жетысу,43.24405,76.87748,Засохшее дерево,3,U00312,0.457,0,2027-01-05,2027-01
R011877,H00959,Жетысу,43.24405,76.87748,Отсутствие озеленения,5,U01233,0.523,0,2027-04-11,2027-04
R011878,H00959,Жетысу,43.24405,76.87748,Переполненный бак,5,U01905,0.544,1,2027-04-02,2027-04
R011879,H00959,Жетысу,43.24405,76.87748,Переполненный бак,5,U03587,0.565,1,2027-05-04,2027-05
R011880,H00959,Жетысу,43.24405,76.87748,Асфальтированный газон,4,U02298,0.807,1,2027-01-18,2027-01
R011881,H00959,Жетысу,43.24405,76.87748,Пень / вырубка,5,U02630,0.693,1,2027-02-27,2027-02
R011882,H00959,Жетысу,43.24405,76.87748,Загрязнённый арык,4,U03921,0.777,1,2026-10-04,2026-10
R011883,H00959,Жетысу,43.24405,76.87748,Парковка на газоне,4,U04232,0.556,1,2026-10-25,2026-10
R011884,H00959,Жетысу,43.24405,76.87748,Парковка на газоне,4,U03592,0.434,0,2027-06-02,2027-06
R011885,H00960,Жетысу,43.24405,76.88497,Переполненный бак,5,U02662,0.15,1,2027-01-05,2027-01
R011886,H00960,Жетысу,43.24405,76.88497,Асфальтированный газон,5,U04495,0.828,1,2027-03-05,2027-03
R011887,H00960,Жетысу,43.24405,76.88497,Засохшее дерево,5,U04232,0.556,0,2027-01-12,2027-01
R011888,H00960,Жетысу,43.24405,76.88497,Пень / вырубка,5,U01166,0.647,1,2027-04-14,2027-04
R011889,H00960,Жетысу,43.24405,76.88497,Засохшее дерево,5,U04232,0.556,1,2027-05-06,2027-05
R011890,H00960,Жетысу,43.24405,76.88497,Переполненный бак,5,U01352,0.974,1,2027-03-13,2027-03
R011891,H00960,Жетысу,43.24405,76.88497,Дымящая труба,5,U00659,0.683,1,2027-03-15,2027-03
R011892,H00960,Жетысу,43.24405,76.88497,Сломанная скамейка/фонарь,4,U02026,0.358,0,2027-02-08,2027-02
R011893,H00960,Жетысу,43.24405,76.88497,Переполненный бак,5,U00279,0.15,1,2026-11-01,2026-11
R011894,H00960,Жетысу,43.24405,76.88497,Отсутствие озеленения,4,U02630,0.693,0,2027-04-14,2027-04
R011895,H00960,Жетысу,43.24405,76.88497,Парковка на газоне,4,U01014,0.777,0,2027-02-21,2027-02
R011896,H00960,Жетысу,43.24405,76.88497,Подтопление,5,U00398,0.743,1,2027-06-03,2027-06
R011897,H00960,Жетысу,43.24405,76.88497,Загрязнённый арык,5,U00377,0.181,1,2027-01-27,2027-01
R011898,H00960,Жетысу,43.24405,76.88497,Подтопление,5,U05132,0.339,1,2027-02-20,2027-02
R011899,H00960,Жетысу,43.24405,76.88497,Парковка на газоне,5,U02443,0.514,1,2026-10-17,2026-10
R011900,H00960,Жетысу,43.24405,76.88497,Загрязнённый арык,5,U03627,0.717,1,2027-02-03,2027-02
R011901,H00960,Жетысу,43.24405,76.88497,Парковка на газоне,5,U02250,0.374,1,2027-01-27,2027-01
R011902,H00960,Жетысу,43.24405,76.88497,Переполненный бак,5,U04622,0.661,1,2027-05-29,2027-05
R011903,H00960,Жетысу,43.24405,76.88497,Отсутствие озеленения,5,U04094,0.672,1,2027-04-24,2027-04
R011904,H00960,Жетысу,43.24405,76.88497,Стихийная свалка,5,U00735,0.402,1,2027-01-01,2027-01
R011905,H00960,Жетысу,43.24405,76.88497,Парковка на газоне,5,U02325,0.473,1,2026-12-07,2026-12
R011906,H00961,Жетысу,43.24405,76.89247,Отсутствие озеленения,5,U04540,0.462,1,2026-10-27,2026-10
R011907,H00961,Жетысу,43.24405,76.89247,Пень / вырубка,5,U02194,0.681,0,2027-05-14,2027-05
R011908,H00961,Жетысу,43.24405,76.89247,Загрязнённый арык,4,U01749,0.321,0,2027-05-11,2027-05
R011909,H00961,Жетысу,43.24405,76.89247,Пень / вырубка,5,U03711,0.812,1,2027-02-15,2027-02
R011910,H00961,Жетысу,43.24405,76.89247,Пень / вырубка,3,U03529,0.15,0,2027-02-04,2027-02
R011911,H00961,Жетысу,43.24405,76.89247,Асфальтированный газон,3,U02718,0.446,1,2026-12-18,2026-12
R011912,H00961,Жетысу,43.24405,76.89247,Засохшее дерево,5,U02173,0.373,1,2026-11-16,2026-11
R011913,H00961,Жетысу,43.24405,76.89247,Асфальтированный газон,4,U03909,0.588,1,2027-02-23,2027-02
R011914,H00961,Жетысу,43.24405,76.89247,Сломанная скамейка/фонарь,5,U00279,0.15,1,2026-12-20,2026-12
R011915,H00961,Жетысу,43.24405,76.89247,Сломанная скамейка/фонарь,3,U04274,0.334,1,2027-06-11,2027-06
R011916,H00961,Жетысу,43.24405,76.89247,Отсутствие озеленения,4,U03873,0.711,1,2026-12-23,2026-12
R011917,H00961,Жетысу,43.24405,76.89247,Загрязнённый арык,4,U04232,0.556,1,2027-04-14,2027-04
R011918,H00961,Жетысу,43.24405,76.89247,Отсутствие озеленения,4,U00279,0.15,1,2026-10-26,2026-10
R011919,H00961,Жетысу,43.24405,76.89247,Загрязнённый арык,5,U03843,0.647,1,2026-09-11,2026-09
R011920,H00961,Жетысу,43.24405,76.89247,Дымящая труба,4,U04263,0.342,1,2027-06-02,2027-06
R011921,H00961,Жетысу,43.24405,76.89247,Загрязнённый арык,4,U03340,0.569,1,2026-12-13,2026-12
R011922,H00962,Жетысу,43.24405,76.89997,Сломанная скамейка/фонарь,5,U04304,0.15,1,2027-02-15,2027-02
R011923,H00962,Жетысу,43.24405,76.89997,Хорошее место,4,U03650,0.425,0,2026-11-16,2026-11
R011924,H00962,Жетысу,43.24405,76.89997,Дымящая труба,5,U04451,0.439,1,2027-04-16,2027-04
R011925,H00962,Жетысу,43.24405,76.89997,Пень / вырубка,5,U00459,0.164,0,2027-05-28,2027-05
R011926,H00962,Жетысу,43.24405,76.89997,Асфальтированный газон,5,U02676,0.802,1,2027-01-17,2027-01
R011927,H00962,Жетысу,43.24405,76.89997,Асфальтированный газон,5,U02440,0.725,1,2027-05-29,2027-05
